sqft,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1780,4,1.25,1.0,0,0,4,7,1940,0,98125,47.7558,-122.297,1180,5180,358000
2040,5,2.5,1.0,0,2,3,7,1949,0,98059,47.4907,-122.13,1560,12020,508000
2780,6,3.25,3.0,0,0,3,7,1911,0,98133,47.7248,-122.345,2170,8710,530000
1470,2,2.0,1.0,0,0,5,6,1914,0,98042,47.3924,-122.118,1020,5450,237000
2150,4,2.5,1.0,0,0,3,7,2008,0,98042,47.3398,-122.11,2300,6480,310000
3280,5,4.0,1.0,0,0,4,9,1932,0,98052,47.6905,-122.086,2880,8070,1229000
2720,6,2.75,2.0,0,0,3,8,2010,0,98118,47.554,-122.287,1590,1200,446000
3740,7,4.0,1.0,0,0,4,10,1947,0,98115,47.6931,-122.285,3750,4190,1398000
1030,3,1.5,1.0,0,2,3,7,1978,0,98106,47.5223,-122.356,600,4310,278000
3290,6,3.75,1.0,0,0,4,9,1969,0,98144,47.5662,-122.305,4020,8460,1048000
630,2,0.75,1.0,0,0,3,7,1936,0,98106,47.5347,-122.354,600,4330,160000
1820,4,1.75,2.0,0,0,4,8,1953,0,98178,47.5079,-122.243,2010,7280,410000
1570,1,2.0,2.0,0,0,3,7,1911,0,98199,47.6484,-122.407,1270,8100,419000
1770,3,1.75,2.0,0,0,3,9,2012,0,98106,47.5448,-122.356,1890,4210,411000
2030,4,2.25,1.0,0,0,3,7,1978,0,98117,47.6887,-122.389,2720,9050,548000
2160,5,2.5,1.0,0,1,3,7,2001,0,98004,47.6133,-122.198,1560,10070,1132000
1670,3,2.25,2.0,0,0,3,7,1901,0,98059,47.4692,-122.147,1910,9250,351000
1270,3,1.75,2.0,0,0,4,7,1981,0,98115,47.6803,-122.297,920,10570,499000
1750,3,1.75,2.0,0,0,5,6,1994,0,98033,47.6892,-122.193,1320,17840,756000
2020,4,2.5,2.0,0,0,3,7,1984,0,98199,47.6526,-122.395,1760,9640,792000
1880,3,2.0,1.0,0,0,3,7,1975,0,98033,47.6802,-122.202,1710,6460,764000
1880,4,2.25,1.5,0,0,3,8,1929,0,98106,47.5348,-122.369,1890,10680,536000
960,2,1.25,2.0,0,0,3,7,1921,0,98118,47.5191,-122.282,730,5660,253000
1540,3,1.5,1.0,0,0,3,7,1902,0,98033,47.6829,-122.18,1690,13520,554000
2170,4,2.75,1.0,0,0,3,8,1928,0,98112,47.6255,-122.305,1960,6060,803000
4810,7,5.5,2.0,0,0,5,11,1954,0,98031,47.3919,-122.191,2870,5550,1569000
2900,4,3.0,1.5,0,0,3,8,1979,2008,98052,47.6742,-122.114,2270,10850,1077000
1940,4,2.5,2.0,0,2,3,6,2005,0,98178,47.5009,-122.257,2010,16460,436000
1360,2,1.75,1.0,0,0,3,7,1917,0,98052,47.6634,-122.141,790,6910,431000
1580,4,1.75,2.0,0,0,4,6,1983,0,98117,47.6815,-122.385,1600,7480,404000
940,3,0.75,2.0,0,0,3,6,1933,0,98118,47.5703,-122.288,990,5640,179000
2090,5,2.5,2.0,0,0,4,8,1916,1991,98199,47.6421,-122.404,1560,3180,847000
2850,6,3.75,1.0,0,0,3,10,2003,0,98125,47.71,-122.3,2340,7350,841000
2800,6,3.75,1.5,0,0,3,9,1976,0,98115,47.6739,-122.289,2760,5850,971000
1970,2,2.5,2.0,0,0,3,7,2000,0,98144,47.5875,-122.314,2090,9220,445000
1490,3,2.0,1.0,0,0,5,8,1990,0,98133,47.7345,-122.344,1530,6370,448000
1410,4,2.25,2.0,0,0,5,6,1926,2015,98117,47.6756,-122.364,1720,11790,618000
1130,3,1.5,2.0,0,0,3,7,1957,0,98125,47.7238,-122.303,1020,19950,306000
1430,3,2.0,2.0,0,0,3,7,1954,0,98004,47.6307,-122.211,1580,3940,757000
1470,4,1.75,1.0,0,0,3,7,2011,0,98004,47.6184,-122.208,1330,5750,770000
2030,4,2.5,1.0,0,0,3,7,1943,0,98042,47.3713,-122.112,2040,6900,282000
1900,3,2.5,1.0,0,0,5,8,1934,1989,98178,47.4975,-122.263,1330,9280,453000
1720,4,2.0,2.0,0,0,4,7,1937,0,98178,47.4953,-122.263,1490,7420,398000
1610,3,2.5,2.0,0,0,3,8,1912,0,98031,47.4125,-122.183,1820,4040,330000
2370,4,3.0,1.5,0,0,3,9,1988,0,98052,47.6935,-122.12,1510,2140,986000
1420,3,1.75,1.0,0,0,3,7,1912,0,98178,47.5016,-122.255,1380,2860,359000
940,2,1.75,1.0,0,0,3,6,2015,0,98103,47.673,-122.33,1100,22620,286000
1020,2,1.5,1.0,0,1,3,5,1988,0,98125,47.7093,-122.298,1090,5700,303000
1790,4,2.5,1.0,0,0,5,9,1941,0,98106,47.5312,-122.338,1450,6430,498000
1920,3,1.75,1.0,0,0,3,7,2009,0,98042,47.3652,-122.09,2190,11520,322000
1800,4,1.5,1.0,0,0,3,7,1971,0,98023,47.3172,-122.36,1610,7490,401000
1530,2,2.25,1.5,0,0,4,7,1909,0,98133,47.7454,-122.352,1650,5300,318000
2900,5,3.5,2.0,0,0,3,7,1928,0,98106,47.5106,-122.328,2610,7310,520000
1900,4,3.25,1.0,0,0,3,7,1927,0,98125,47.7253,-122.291,1180,5940,380000
2680,6,3.5,2.0,0,0,4,9,1971,0,98052,47.6679,-122.111,2210,7630,872000
1420,2,2.25,3.0,0,0,3,7,2011,0,98033,47.6753,-122.203,1310,7970,446000
950,2,1.75,2.0,0,0,5,6,1949,0,98115,47.6899,-122.29,920,5940,335000
2240,5,2.5,2.0,0,2,3,7,2011,0,98033,47.6883,-122.204,1420,12150,1175000
2510,4,3.75,1.5,0,0,3,9,2001,0,98042,47.3784,-122.115,2300,17170,422000
2320,4,3.25,2.0,0,1,3,8,1916,0,98199,47.646,-122.394,1850,8350,1153000
2640,5,3.0,3.0,0,0,3,8,1997,0,98115,47.6876,-122.298,3140,10650,744000
3220,6,4.25,1.5,0,0,4,9,1961,0,98112,47.6293,-122.301,3580,9760,1236000
1960,4,2.0,2.0,0,2,4,6,1971,0,98106,47.5337,-122.353,1730,8610,363000
1210,2,2.75,2.0,0,4,3,6,1949,0,98199,47.6285,-122.413,730,2880,384000
4300,7,5.0,1.0,0,0,3,12,1966,0,98033,47.6969,-122.196,4230,7890,2380000
2700,5,2.75,2.0,0,0,4,8,1947,0,98023,47.305,-122.368,1740,7320,498000
940,2,1.75,2.0,0,2,3,6,1999,0,98031,47.3912,-122.186,600,9260,195000
950,2,2.0,1.0,0,0,3,6,1971,0,98033,47.6603,-122.188,940,8620,372000
1910,4,2.25,1.0,0,3,4,7,1911,0,98115,47.701,-122.292,1230,8920,707000
1670,2,2.5,1.0,0,0,4,7,1982,0,98112,47.6291,-122.291,1650,7650,897000
1600,3,2.25,2.0,0,0,4,7,1995,0,98059,47.4594,-122.138,1160,12880,376000
2490,5,2.5,2.0,0,0,4,8,1983,0,98031,47.401,-122.176,2460,4450,505000
2360,5,4.0,1.0,0,0,3,7,1926,0,98178,47.4956,-122.242,1830,17670,373000
610,1,0.75,1.0,0,0,4,6,1942,0,98052,47.6775,-122.105,680,10810,232000
1460,2,1.5,1.0,0,0,4,7,1992,0,98103,47.6792,-122.325,1240,5450,578000
1240,4,1.5,2.0,0,0,3,7,2005,0,98118,47.5616,-122.269,1030,1860,300000
2180,4,2.5,1.5,0,0,3,7,1995,0,98052,47.6734,-122.137,1440,9290,778000
3350,7,3.75,1.0,0,0,4,8,1913,0,98115,47.6828,-122.292,3660,2400,920000
2470,6,2.75,1.0,0,0,3,7,1938,0,98118,47.523,-122.274,2080,5190,478000
1850,2,3.5,1.0,0,0,3,7,1923,0,98033,47.6733,-122.187,810,10240,670000
3490,7,4.5,1.0,0,0,3,10,1974,0,98004,47.6188,-122.205,2910,3190,1643000
1650,2,2.0,1.0,0,0,3,8,2001,0,98031,47.419,-122.192,1770,7650,312000
1240,3,1.75,2.0,0,0,4,6,1966,0,98133,47.7469,-122.344,1060,6370,292000
3060,7,3.75,1.0,0,0,3,8,1950,0,98004,47.6122,-122.202,2520,4860,1212000
1620,3,2.25,1.5,0,0,3,8,1992,0,98125,47.7253,-122.312,1580,17580,391000
1440,3,2.75,1.0,0,0,3,8,1936,0,98117,47.6813,-122.363,1550,12610,425000
1670,4,2.25,2.0,0,0,5,8,1963,2013,98199,47.6419,-122.406,1530,10060,906000
2480,5,3.5,2.0,0,0,4,8,2010,0,98023,47.3051,-122.372,1370,7590,497000
1770,4,3.25,3.0,0,0,3,8,2001,0,98117,47.6814,-122.382,1830,4930,457000
1930,5,2.5,2.0,0,0,4,8,1934,0,98112,47.6492,-122.312,1980,3300,907000
2630,4,3.0,1.5,0,0,3,9,1998,0,98103,47.6673,-122.334,4180,13870,979000
1960,4,2.75,1.0,0,0,4,7,1983,0,98052,47.6615,-122.114,1820,6620,857000
5390,7,5.5,2.0,0,0,3,12,1960,0,98103,47.6703,-122.333,3180,14970,2245000
4330,7,4.75,1.0,0,0,3,11,2012,0,98042,47.3825,-122.088,4670,6230,975000
1250,3,1.0,2.0,0,0,3,6,1928,0,98125,47.706,-122.295,890,4890,300000
1840,3,1.75,1.0,0,0,4,6,1945,0,98115,47.7148,-122.292,1340,10500,479000
2350,4,3.0,1.0,0,0,4,7,1949,2010,98023,47.3052,-122.349,2040,11050,470000
1880,4,1.5,2.0,0,0,3,9,1905,0,98059,47.4764,-122.118,1540,6130,479000
2990,4,3.5,1.5,0,3,4,9,2013,0,98178,47.4825,-122.246,2340,9960,1037000
1950,3,2.25,2.0,0,0,3,8,2006,0,98178,47.4944,-122.255,1450,9830,389000
1530,4,2.25,1.0,0,0,4,6,1973,0,98059,47.4709,-122.157,1140,6440,342000
2040,4,2.25,1.0,0,0,4,7,1952,0,98031,47.4056,-122.194,1910,4760,339000
2420,4,2.25,1.0,0,3,3,7,1963,0,98144,47.5901,-122.299,1950,7860,788000
1650,3,1.5,1.0,0,0,4,6,1918,0,98144,47.5887,-122.29,1210,1780,417000
2050,3,3.0,1.5,0,1,3,8,1904,0,98112,47.635,-122.303,1840,11740,1022000
2250,3,3.0,2.0,0,0,5,7,1971,0,98144,47.5976,-122.296,2160,3770,573000
1430,4,2.0,1.0,0,0,3,5,1980,0,98178,47.4895,-122.237,1170,7380,234000
1460,3,1.75,1.0,0,0,3,6,1981,0,98125,47.7267,-122.317,1490,2920,316000
1750,2,2.75,2.0,0,0,3,6,2010,0,98103,47.6699,-122.328,1490,8260,626000
1470,4,2.5,1.0,0,0,4,6,1987,0,98004,47.6476,-122.192,1210,9800,729000
2840,5,3.25,1.0,0,0,4,9,1909,0,98133,47.7581,-122.345,2060,7090,644000
1560,3,1.75,1.0,0,0,3,7,1974,1997,98133,47.7576,-122.333,1240,7740,389000
2390,4,2.25,2.0,0,2,3,6,1951,0,98059,47.4634,-122.133,2140,3220,617000
1200,3,1.75,1.0,0,0,3,6,1931,0,98115,47.669,-122.322,1020,8620,384000
1400,2,1.5,1.5,0,0,2,7,1953,0,98178,47.4658,-122.242,1410,11740,223000
1520,3,3.0,1.0,0,0,4,7,2012,0,98144,47.5611,-122.301,930,5460,373000
2140,3,3.25,2.0,0,0,3,7,1924,0,98117,47.663,-122.351,2350,14960,559000
1800,5,2.5,2.0,0,0,4,7,1902,0,98106,47.5211,-122.342,1390,6460,353000
1210,3,1.75,3.0,0,2,5,8,1937,0,98106,47.5439,-122.355,1290,8210,293000
1150,1,1.75,2.0,0,0,3,7,2003,0,98052,47.667,-122.112,1190,10580,454000
1520,2,2.25,2.0,0,0,2,6,1988,0,98106,47.541,-122.351,1770,8720,286000
2740,6,3.25,2.0,0,0,3,9,1917,0,98112,47.627,-122.301,2460,8620,1442000
890,1,1.25,1.0,0,0,4,6,2013,0,98118,47.5412,-122.276,740,8160,178000
1310,2,1.75,1.0,0,1,3,6,1980,0,98125,47.7164,-122.301,860,4100,323000
1430,3,1.75,1.0,0,0,3,7,1932,0,98004,47.6208,-122.219,1310,6680,562000
1880,3,2.25,1.0,0,0,4,5,1991,0,98178,47.5094,-122.242,1810,6690,324000
3580,7,4.5,2.0,0,0,4,10,1976,0,98178,47.4812,-122.242,3560,8720,733000
3940,7,4.25,1.0,0,0,3,12,1938,0,98103,47.6615,-122.356,3830,6500,1368000
2370,5,3.0,2.0,0,0,3,8,1916,0,98199,47.665,-122.425,2340,6450,1105000
1090,2,1.5,1.0,0,0,3,5,1910,0,98103,47.6643,-122.323,780,8790,346000
1780,3,2.75,2.0,0,0,3,7,1950,0,98199,47.6587,-122.409,1450,14480,654000
2020,4,2.75,2.0,0,0,4,8,1967,0,98133,47.7644,-122.333,1800,10340,456000
2350,4,2.25,1.0,0,0,4,8,1998,0,98118,47.523,-122.256,1520,3680,515000
1460,3,1.75,1.0,0,0,5,6,2003,0,98103,47.6748,-122.326,1510,8650,476000
1470,3,2.0,2.0,0,0,4,7,1942,0,98031,47.4018,-122.201,1390,4000,265000
2130,5,2.5,2.0,0,0,3,8,1931,0,98118,47.5342,-122.268,1700,12750,430000
2250,4,3.0,1.0,0,0,4,8,1966,0,98125,47.7121,-122.279,1340,5470,603000
1430,4,1.75,1.0,0,0,3,7,2004,0,98199,47.6263,-122.402,1750,12180,454000
1530,2,2.5,1.0,0,0,4,7,1916,0,98042,47.3651,-122.126,740,13850,251000
1910,4,2.75,1.0,0,0,3,7,1975,0,98112,47.6421,-122.302,1990,7310,750000
3300,6,4.0,1.0,0,0,3,9,1912,0,98033,47.6771,-122.192,2490,11570,1209000
2320,6,3.25,1.0,0,0,2,8,1932,0,98112,47.6482,-122.302,1820,5550,882000
1870,4,2.5,1.5,0,0,3,6,1973,0,98059,47.4631,-122.136,1250,9320,279000
2280,4,2.5,2.0,0,0,3,8,1985,0,98042,47.3735,-122.129,1930,2380,336000
2340,5,2.25,2.0,0,0,3,8,2006,0,98199,47.6316,-122.402,2120,11410,722000
2690,4,2.75,1.0,0,0,3,9,1952,0,98103,47.6711,-122.341,2440,6180,689000
3590,7,4.5,2.0,0,0,4,9,1997,0,98023,47.2999,-122.378,2870,7220,641000
2250,4,3.5,1.0,0,0,5,8,1942,0,98115,47.6774,-122.309,1880,5640,853000
560,1,1.75,1.0,0,1,4,5,1945,1985,98106,47.5164,-122.343,630,4180,104000
810,4,1.0,2.0,0,0,3,6,1984,0,98118,47.5423,-122.254,600,10630,121000
1940,4,2.75,2.0,0,0,3,7,1951,0,98103,47.677,-122.339,1550,3000,589000
1570,4,2.25,1.0,0,0,3,7,1934,0,98059,47.503,-122.148,1490,4870,356000
840,2,1.25,2.0,0,0,3,6,1958,0,98178,47.492,-122.244,620,4400,137000
1820,4,2.5,1.0,0,0,3,7,1971,0,98117,47.6918,-122.397,1880,10850,547000
1890,4,2.25,1.0,0,0,4,7,1938,0,98178,47.5261,-122.238,1350,13780,356000
1170,3,1.5,2.0,0,2,3,7,1958,0,98112,47.6454,-122.29,1040,7910,616000
840,2,1.5,1.0,0,0,3,7,2014,0,98133,47.7455,-122.327,600,4090,198000
3260,7,3.75,1.5,0,0,5,9,1984,0,98103,47.6533,-122.342,3410,7870,870000
2300,5,2.5,2.0,0,0,4,7,1950,0,98133,47.7413,-122.347,2060,24950,562000
1120,2,1.5,1.0,0,0,5,7,1934,0,98112,47.6282,-122.303,1230,16260,622000
2870,5,3.25,2.0,0,0,3,9,1986,0,98133,47.7444,-122.336,2570,7550,703000
2450,5,3.0,3.0,0,0,3,7,1941,0,98133,47.7446,-122.347,2400,4490,666000
1720,3,2.25,1.0,0,0,3,6,1928,0,98178,47.4771,-122.246,1410,4620,330000
1520,2,1.5,1.0,0,0,4,5,1986,0,98117,47.6875,-122.373,1670,6680,344000
2400,5,3.25,2.0,0,0,5,9,1950,0,98115,47.6954,-122.291,2600,2450,941000
1430,3,2.0,2.0,0,0,3,6,1980,0,98031,47.4127,-122.208,1370,10670,206000
1370,3,1.75,2.0,1,4,3,6,2013,0,98103,47.6755,-122.343,1130,4880,1003000
1620,3,2.5,1.0,0,0,3,7,2012,0,98033,47.6627,-122.199,1130,4780,974000
1680,3,2.0,1.0,0,2,4,6,1999,0,98033,47.6714,-122.192,1670,5090,648000
2580,5,4.0,2.0,0,0,3,8,1969,0,98052,47.6725,-122.128,2530,10250,918000
1480,3,2.0,2.0,0,0,4,5,2000,0,98059,47.4936,-122.139,1210,3650,381000
2260,4,3.0,2.0,0,0,4,8,2010,0,98052,47.6712,-122.126,2640,5120,827000
1740,5,2.25,2.0,0,0,4,6,1956,0,98178,47.509,-122.23,1940,4140,308000
1580,3,2.25,1.0,0,0,3,6,1947,0,98042,47.3646,-122.112,2130,8290,201000
2360,6,3.0,2.0,0,0,4,8,1928,0,98052,47.6957,-122.116,3100,18010,1054000
1530,4,1.5,1.0,0,0,4,7,1933,0,98103,47.6788,-122.364,1880,5450,517000
1040,3,2.0,2.0,0,0,3,6,1956,0,98031,47.4237,-122.185,990,6860,199000
1890,5,2.5,1.0,0,0,4,9,1979,0,98052,47.6722,-122.135,1560,4860,684000
2540,3,2.75,1.5,0,0,4,8,2003,0,98115,47.6919,-122.303,2120,8660,892000
1290,3,2.75,1.0,0,0,3,6,1964,1997,98115,47.6826,-122.288,1400,10250,448000
2550,6,3.5,1.0,0,0,3,8,1903,0,98178,47.5011,-122.243,2650,5210,449000
1760,3,2.25,1.0,0,0,3,7,1992,0,98144,47.5724,-122.283,1840,6060,479000
1840,4,3.0,2.0,0,0,3,7,1908,0,98133,47.7551,-122.343,1080,8100,502000
1270,3,1.75,1.0,0,2,3,6,1964,0,98125,47.7045,-122.309,1090,13790,298000
1920,4,2.25,2.0,0,0,4,7,1981,0,98178,47.4962,-122.239,1900,5410,351000
2220,5,2.75,1.0,0,0,3,8,1998,0,98042,47.3638,-122.098,2420,13120,385000
1470,2,2.0,1.5,0,0,3,6,1976,1985,98106,47.5463,-122.325,1330,4300,245000
2670,5,3.5,2.0,0,0,3,10,2008,0,98004,47.6178,-122.23,1630,11030,1645000
1440,4,2.0,1.0,0,0,3,6,1917,0,98117,47.6838,-122.38,1250,2900,356000
2820,6,3.5,2.0,0,0,4,9,1932,0,98144,47.5844,-122.302,3380,10240,915000
2520,5,3.0,2.0,0,0,4,8,1997,0,98052,47.6774,-122.107,2560,15060,878000
1380,3,2.0,1.0,0,0,3,6,1920,0,98042,47.3822,-122.121,1050,10880,283000
1400,3,1.75,2.0,0,0,4,6,2005,0,98033,47.6999,-122.228,1300,10950,538000
2060,4,2.5,2.0,0,0,4,7,1954,0,98178,47.4836,-122.239,2180,8840,449000
1680,4,1.0,2.0,0,0,2,6,1980,0,98112,47.6208,-122.317,1130,9730,567000
2610,5,3.5,2.0,0,0,3,10,1962,0,98118,47.5335,-122.265,2440,15370,720000
2270,5,2.75,1.5,0,0,4,8,1951,0,98004,47.624,-122.204,2650,12300,986000
2830,5,3.5,1.0,0,2,4,9,1942,0,98042,47.3602,-122.129,2960,19930,689000
3450,6,4.0,1.0,0,0,4,9,1928,0,98033,47.6753,-122.168,3400,8380,1350000
1670,3,1.75,2.0,0,0,3,7,2005,0,98106,47.5445,-122.372,1810,5430,337000
4190,7,4.5,2.0,0,0,4,12,1911,1999,98052,47.6699,-122.134,3440,6660,1851000
1240,4,2.0,1.0,0,2,3,7,1908,0,98004,47.6178,-122.203,890,6930,804000
1680,3,1.75,2.0,0,0,3,8,1945,0,98004,47.6025,-122.207,1680,8020,1170000
2350,4,3.0,1.0,0,0,4,7,1969,0,98117,47.7017,-122.378,2240,5530,700000
1250,2,2.0,1.0,0,0,3,7,1968,0,98118,47.5409,-122.278,1130,6150,343000
1780,4,2.75,1.0,0,0,3,8,1921,0,98199,47.6523,-122.398,1210,11500,708000
1040,1,1.25,1.0,0,0,3,6,1903,0,98059,47.4801,-122.143,970,6570,199000
2290,5,3.25,2.0,0,0,3,9,1972,0,98031,47.4304,-122.17,2230,3030,501000
2350,5,2.25,2.0,0,0,3,8,1990,0,98115,47.6801,-122.302,2230,14620,674000
3450,6,4.25,2.0,0,0,3,9,1922,0,98052,47.6813,-122.117,3530,6080,1103000
2030,4,2.75,1.0,0,0,5,6,1917,0,98004,47.6453,-122.23,2360,5720,922000
2140,3,2.5,1.0,0,0,3,7,1909,0,98004,47.623,-122.22,2090,4610,1005000
1640,3,2.25,1.0,0,0,3,6,1968,0,98115,47.701,-122.292,1610,7930,429000
2310,4,3.0,1.0,0,0,4,8,2006,0,98023,47.3108,-122.353,1930,14300,419000
1510,4,2.5,1.0,0,0,3,7,1988,0,98118,47.5187,-122.276,1270,9280,358000
1990,3,2.75,3.0,0,0,3,7,1967,0,98103,47.6649,-122.338,1610,6180,690000
870,2,1.25,2.0,0,0,3,6,1909,0,98112,47.6256,-122.295,770,10400,433000
1700,2,2.25,1.0,0,0,4,7,1947,2015,98125,47.7218,-122.284,1510,7810,458000
2300,3,3.0,1.0,0,0,4,7,1977,1986,98004,47.6158,-122.194,1820,5870,961000
2970,6,4.5,1.5,0,0,4,10,1916,0,98117,47.706,-122.375,1200,4360,1018000
2810,5,3.75,2.0,0,0,3,9,1998,0,98033,47.6907,-122.211,2650,8730,1200000
1420,4,2.25,1.0,0,0,4,6,1995,0,98052,47.6653,-122.125,1160,8870,627000
1900,3,2.5,1.0,0,0,3,8,1959,0,98059,47.4963,-122.142,2090,9790,433000
3030,6,3.0,2.0,0,0,3,10,1917,0,98004,47.5859,-122.194,2980,9160,1803000
1730,4,1.5,1.5,0,0,4,8,2010,0,98106,47.5407,-122.343,1610,5780,531000
1830,3,2.0,1.0,0,0,3,7,1928,0,98031,47.4307,-122.185,1300,5620,333000
1230,3,1.25,2.0,0,0,3,7,1982,0,98115,47.7012,-122.295,1160,6000,386000
1640,3,2.25,1.0,0,0,3,7,1922,2009,98118,47.5506,-122.25,1720,3690,415000
6100,7,5.5,1.0,0,0,2,12,1978,0,98144,47.5843,-122.293,5500,3520,2219000
1620,3,1.75,1.5,0,0,3,6,1905,0,98004,47.6114,-122.219,1260,13460,693000
2150,4,3.25,1.0,0,0,3,6,1917,0,98125,47.7266,-122.291,2110,2850,377000
1280,2,1.75,1.0,0,0,3,6,1942,2010,98117,47.6734,-122.372,950,4210,364000
1730,3,2.75,1.0,0,0,4,6,1925,2003,98199,47.6462,-122.409,1620,3830,473000
1010,2,1.0,2.0,0,0,3,7,1987,0,98004,47.6223,-122.207,760,12400,442000
2460,5,3.5,2.0,0,0,3,7,2013,0,98106,47.5276,-122.354,2310,9330,428000
1300,3,1.25,1.0,0,0,3,7,1923,0,98112,47.6384,-122.297,1290,3690,411000
3250,6,4.0,1.5,0,0,5,10,1998,0,98023,47.3095,-122.36,1220,4750,718000
6130,7,5.5,2.0,0,0,3,12,1939,0,98112,47.6196,-122.292,5500,6140,3030000
1240,2,1.75,1.5,0,3,3,5,1958,0,98112,47.6355,-122.288,1120,7990,426000
2320,5,3.0,2.0,0,0,4,8,1974,2011,98023,47.3246,-122.355,2100,5210,443000
2280,4,3.25,1.0,0,0,3,7,1930,0,98106,47.5198,-122.351,2030,4990,441000
1040,2,1.5,1.5,0,0,4,7,2007,0,98103,47.6741,-122.313,980,2790,303000
2050,4,2.0,1.0,0,0,3,6,1985,0,98059,47.4745,-122.123,1780,5700,349000
1390,3,1.5,1.0,0,0,3,7,1911,0,98106,47.5332,-122.349,1990,4000,264000
2170,4,2.5,1.0,0,3,4,7,1952,0,98117,47.709,-122.374,2120,4510,816000
1340,3,1.75,1.0,0,0,4,7,1939,0,98004,47.6195,-122.22,830,10950,808000
1860,3,2.5,1.0,0,0,3,6,1969,0,98042,47.3641,-122.12,1450,9570,336000
2300,5,3.25,1.0,0,2,3,8,1939,0,98106,47.5528,-122.34,2520,7060,433000
2180,4,2.25,1.0,0,0,3,7,1907,0,98118,47.5355,-122.267,1710,16450,456000
1740,5,2.5,1.0,0,0,4,8,2013,0,98033,47.6736,-122.172,1330,9510,644000
1580,3,2.75,1.0,0,0,3,8,1935,0,98178,47.506,-122.247,1060,11140,307000
1830,4,2.0,2.0,0,0,4,7,2007,0,98112,47.6206,-122.311,1550,4470,657000
1470,3,2.0,1.0,0,0,4,8,1938,0,98117,47.6761,-122.385,1710,15640,365000
2410,5,2.75,1.5,0,4,3,7,1997,0,98004,47.5995,-122.211,2680,10520,1680000
2710,4,3.25,1.0,0,2,3,9,1986,0,98115,47.701,-122.342,3110,5180,941000
1000,3,1.25,2.0,0,0,3,7,1962,0,98144,47.5828,-122.298,670,13000,357000
1400,3,1.75,2.0,0,0,4,7,2010,0,98133,47.7509,-122.341,1360,5990,323000
1690,4,3.0,1.0,0,0,3,6,1928,0,98031,47.4183,-122.186,1420,7150,259000
2670,5,3.0,1.0,0,0,3,7,1906,2013,98199,47.6499,-122.412,2050,6590,750000
1310,1,2.25,2.0,0,0,3,7,1956,0,98115,47.6811,-122.309,1190,12160,440000
1360,3,2.25,3.0,0,0,3,5,1940,0,98118,47.5484,-122.283,950,13370,226000
1400,3,2.0,2.0,0,0,4,7,1959,0,98144,47.5688,-122.306,1090,6360,378000
1160,4,1.75,2.0,0,0,3,7,1990,0,98059,47.4589,-122.125,1080,5930,279000
2030,3,2.25,3.0,0,0,4,8,1973,0,98178,47.5113,-122.247,1700,9960,499000
1600,5,2.0,3.0,0,0,3,6,1994,0,98178,47.5024,-122.221,1320,9180,297000
1720,3,2.75,2.0,0,0,5,7,2001,0,98144,47.5746,-122.298,1650,3490,518000
2680,5,3.5,1.0,0,0,3,9,1956,0,98125,47.7095,-122.289,2630,10150,684000
1700,4,2.25,1.0,0,1,3,8,1939,0,98144,47.6024,-122.297,620,6300,634000
2000,3,2.75,1.0,0,0,3,8,1913,0,98199,47.6624,-122.391,1770,8040,529000
1340,3,1.5,1.0,0,0,4,7,1968,0,98033,47.6794,-122.183,1020,14660,469000
2860,6,2.75,2.0,0,0,3,9,1932,0,98106,47.5552,-122.351,2410,4520,533000
2620,4,3.25,2.0,0,0,3,8,1924,2004,98125,47.7134,-122.3,1900,4480,633000
4690,7,5.5,1.0,0,0,4,12,1922,0,98178,47.4996,-122.241,3990,6450,1164000
2260,6,3.0,2.0,0,0,3,7,2011,0,98023,47.2961,-122.352,2430,4920,372000
1170,2,2.0,1.0,0,0,3,7,1916,0,98118,47.5242,-122.264,700,4040,294000
1470,2,2.0,1.5,0,3,5,7,1921,0,98059,47.4803,-122.13,1480,9980,371000
1630,3,2.25,1.0,0,2,3,7,2006,0,98031,47.4328,-122.184,1430,12850,327000
2830,5,3.5,1.5,0,1,5,8,1950,0,98199,47.6234,-122.397,3280,4040,1125000
2050,5,2.25,1.0,0,0,4,8,1940,0,98033,47.7206,-122.2,1810,3060,740000
1670,4,2.0,1.0,0,0,4,7,1903,0,98023,47.295,-122.358,1530,7670,322000
1720,3,2.0,1.0,0,0,3,6,1950,1995,98115,47.6846,-122.31,1430,6420,593000
2000,4,3.0,1.0,0,0,4,8,1912,0,98115,47.6806,-122.3,1460,27950,675000
1570,3,1.75,2.0,0,0,3,7,1901,0,98059,47.4723,-122.144,1710,6550,304000
2510,5,3.5,2.0,0,2,3,7,1992,0,98103,47.6774,-122.34,1970,5560,795000
1740,4,2.5,1.5,0,1,3,7,1980,0,98004,47.6242,-122.223,1200,3960,898000
1410,4,1.75,2.0,0,0,3,7,1939,0,98033,47.6696,-122.202,960,5200,693000
1900,4,2.25,1.0,0,0,4,7,1930,0,98133,47.7463,-122.34,1660,6410,468000
1700,4,1.5,2.0,0,0,4,5,1973,0,98125,47.7058,-122.297,1680,12770,332000
1170,3,1.75,1.0,0,0,4,6,1941,0,98112,47.6265,-122.3,870,5630,473000
3780,6,3.75,1.0,0,0,2,11,1984,0,98199,47.6679,-122.395,4700,3990,1403000
