tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
13,25.47,316.69,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,0
6,92.69,563.06,One year,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
14,78.06,1102.88,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,No,No,No phone service,0
32,45.31,1484.19,Two year,Electronic check,DSL,No,No,No,No,No,No,Male,0,No,No,No,No phone service,0
35,22.24,802.0,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
5,61.1,296.89,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,No,Yes,No,0
23,77.01,1729.76,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,No,No phone service,0
32,56.96,1811.55,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,No,Yes,No,1
34,78.99,2621.25,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,No,Female,1,Yes,No,Yes,No,0
63,62.16,3734.9,Two year,Electronic check,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,0
3,81.38,234.29,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,No,Male,1,No,No,Yes,Yes,1
30,73.96,2136.67,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,No,No,Female,0,No,Yes,Yes,No,0
12,70.76,859.42,Two year,Electronic check,DSL,Yes,Yes,Yes,No,Yes,No,Male,1,No,No,Yes,No,0
59,78.42,4650.61,Two year,Mailed check,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,Yes,No,0
7,70.41,475.31,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,Yes,1
49,99.91,4714.64,One year,Credit card,Fiber optic,Yes,No,No,Yes,Yes,No,Male,1,No,No,Yes,Yes,0
68,51.53,3431.15,Two year,Mailed check,DSL,No,Yes,No,Yes,No,No,Female,1,No,No,Yes,No,0
32,66.29,2109.73,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,No,1
19,18.39,347.1,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,1
49,57.28,2766.52,Two year,Mailed check,DSL,No,Yes,No,No,Yes,No,Male,0,No,Yes,No,No phone service,0
28,50.46,1475.19,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,No,0
30,16.49,504.11,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,0
61,43.86,2610.05,Two year,Bank transfer,DSL,No,No,No,No,No,No,Female,1,Yes,No,Yes,No,0
47,21.61,1028.24,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
21,88.33,1924.76,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
36,53.21,1839.57,Month-to-month,Bank transfer,DSL,No,No,No,No,No,Yes,Male,0,Yes,No,Yes,No,0
30,84.92,2664.78,One year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
39,19.28,741.36,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
57,62.5,3716.37,One year,Electronic check,DSL,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,Yes,0
16,75.64,1206.97,Two year,Credit card,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,0
65,22.4,1445.17,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,Yes,0
31,18.68,587.57,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
31,52.76,1627.76,Month-to-month,Credit card,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,No,0
36,21.05,764.95,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
65,79.4,5077.73,One year,Mailed check,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,Yes,0
16,87.88,1353.9,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,No,No phone service,1
67,24.59,1675.19,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,0
70,63.4,4494.99,One year,Electronic check,DSL,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,Yes,0
8,60.39,496.38,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,No,1
68,88.75,5996.77,Two year,Electronic check,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,No,0
28,59.47,1685.26,Month-to-month,Credit card,DSL,No,No,No,No,Yes,No,Male,0,No,No,Yes,No,0
38,100.87,3970.15,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
33,92.23,3068.47,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,No,0
24,87.98,2032.93,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,No,Female,1,Yes,No,Yes,Yes,0
21,59.32,1297.02,Month-to-month,Electronic check,DSL,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,No,0
58,78.75,4727.63,One year,Credit card,Fiber optic,No,No,Yes,No,Yes,No,Female,1,No,Yes,Yes,No,0
64,55.7,3702.3,One year,Bank transfer,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,Yes,0
30,19.23,569.28,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
34,47.68,1668.83,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,No,Female,0,No,Yes,Yes,No,1
39,67.07,2535.39,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,Yes,0
4,50.87,196.06,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,1
22,69.7,1564.08,Month-to-month,Bank transfer,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
60,66.13,4047.72,Two year,Bank transfer,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,No,0
51,24.92,1233.31,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
6,85.61,530.64,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,No,1
38,83.38,3206.48,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,Yes,Female,1,Yes,Yes,Yes,No,0
50,63.66,3076.75,Two year,Electronic check,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
33,48.64,1534.85,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,0
51,75.35,3882.48,One year,Credit card,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
7,27.31,192.02,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,1
57,86.61,4777.91,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,No,0
62,83.28,5338.68,One year,Credit card,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,0
2,95.64,199.44,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,No,1
17,87.35,1476.44,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,No,No,No phone service,1
29,53.88,1536.53,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,No,No,Female,1,Yes,No,Yes,No,0
28,20.23,570.75,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,1
26,26.47,706.04,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,1
40,49.78,2036.04,One year,Credit card,DSL,No,Yes,Yes,No,No,No,Female,0,No,No,Yes,No,0
50,55.06,2746.49,Two year,Credit card,DSL,No,No,Yes,No,No,No,Male,0,No,Yes,Yes,Yes,0
7,89.83,642.14,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,No,0
35,22.69,825.76,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,No,No phone service,0
20,52.38,1094.45,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,Yes,No,0
12,26.43,316.58,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
49,75.48,3815.71,Two year,Mailed check,Fiber optic,No,No,No,Yes,No,No,Male,1,No,Yes,No,No phone service,0
19,63.43,1157.31,Two year,Electronic check,DSL,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
39,70.3,2680.08,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,Yes,Female,1,No,Yes,Yes,Yes,0
60,74.14,4327.66,Two year,Mailed check,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,No,0
34,78.86,2574.79,Two year,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,0
25,26.21,653.27,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
25,22.43,551.97,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,0
3,21.22,65.66,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,1
33,70.12,2379.34,Two year,Credit card,DSL,Yes,No,No,Yes,Yes,No,Female,0,No,Yes,Yes,No,0
37,86.51,3173.05,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
59,22.03,1323.02,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
22,57.12,1258.74,Two year,Mailed check,DSL,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,No,0
11,23.86,267.12,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,0
31,57.31,1863.84,Two year,Mailed check,DSL,No,No,No,Yes,Yes,No,Male,0,Yes,No,No,No phone service,0
55,80.95,4643.66,One year,Mailed check,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,Yes,0
65,91.46,6148.84,One year,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,No,0
34,90.94,3122.82,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,No,1
9,73.29,634.07,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,No,Female,1,No,Yes,Yes,Yes,1
31,49.51,1593.89,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,No,0
1,23.78,23.8,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,1
28,63.57,1740.37,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,Yes,Female,0,No,Yes,Yes,Yes,0
61,56.48,3362.99,Two year,Credit card,DSL,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,No,0
71,19.67,1415.19,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,No,Yes,No,0
20,61.08,1218.57,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,1
7,65.27,438.96,Month-to-month,Bank transfer,DSL,Yes,Yes,No,Yes,No,Yes,Male,1,No,Yes,Yes,No,0
24,81.0,1873.74,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,No,No phone service,1
70,21.27,1556.06,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
10,90.95,929.91,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,Yes,1
37,49.5,1757.8,Two year,Bank transfer,DSL,Yes,No,No,No,No,No,Male,0,No,Yes,Yes,Yes,0
71,16.07,1090.87,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
57,29.23,1741.13,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
20,59.34,1245.47,One year,Mailed check,DSL,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,Yes,0
5,80.92,421.02,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,Yes,1
47,98.63,4710.09,Two year,Mailed check,Fiber optic,No,No,No,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,Yes,0
64,98.19,6450.84,Two year,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,0
9,24.36,227.78,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
23,79.01,1897.6,One year,Electronic check,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,Yes,Yes,0
30,53.34,1563.94,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
35,98.1,3277.6,One year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,No,0
32,62.81,2107.14,One year,Credit card,DSL,Yes,No,No,No,Yes,No,Male,1,No,Yes,Yes,Yes,0
29,74.75,2160.44,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,No,No,No phone service,0
28,18.11,502.48,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,1
9,90.24,815.38,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,Yes,1
16,79.56,1291.36,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,No,Female,1,Yes,No,Yes,No,1
21,67.69,1471.47,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,Yes,1
71,69.79,5080.59,Two year,Electronic check,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,Yes,Yes,0
47,89.08,3979.66,Two year,Mailed check,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,No,No,Yes,No,0
60,86.28,5260.95,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
60,79.03,4926.56,One year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,Yes,Yes,No,0
24,77.87,1787.95,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,No,No phone service,0
15,49.86,759.64,Two year,Credit card,DSL,No,No,Yes,No,No,No,Female,1,Yes,Yes,Yes,No,0
25,53.45,1296.4,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,No,0
29,100.57,2776.4,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,No,Yes,No,No phone service,0
7,80.49,577.39,Two year,Mailed check,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,0
33,25.02,811.51,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,0
15,29.86,466.91,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
8,82.27,684.93,Two year,Mailed check,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,Yes,0
53,94.57,4971.59,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,No,0
31,74.1,2308.58,One year,Credit card,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,No,0
10,24.81,245.77,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
8,45.19,351.71,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,No phone service,0
34,15.02,492.52,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
27,51.18,1411.82,Month-to-month,Bank transfer,DSL,No,No,No,No,No,Yes,Male,0,No,No,Yes,No,0
16,25.91,432.41,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,No,Yes,Yes,0
50,62.05,2994.56,Two year,Electronic check,DSL,No,No,Yes,Yes,No,No,Male,0,No,Yes,Yes,Yes,0
8,21.88,169.27,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,No,0
33,58.52,1927.74,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,0
34,72.78,2558.95,Month-to-month,Credit card,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,0
6,25.42,159.39,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,0
11,79.2,890.32,One year,Electronic check,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes,No,0
36,86.12,3140.03,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,No,No,No phone service,1
33,55.64,1804.77,Month-to-month,Credit card,DSL,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,Yes,0
38,74.33,2801.76,Two year,Mailed check,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,No,No phone service,0
11,96.65,1098.27,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,No,0
28,70.06,1907.78,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
34,30.44,1031.64,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,1
6,80.49,474.21,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Female,1,No,Yes,Yes,No,0
34,64.0,2073.85,Month-to-month,Credit card,DSL,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,No,0
49,83.01,4119.71,Two year,Mailed check,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,Yes,0
34,27.54,939.68,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,0
13,49.43,632.62,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Male,0,Yes,No,Yes,No,1
5,81.88,423.29,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,No,1
25,92.64,2213.17,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,No,1
5,105.45,523.78,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,0
35,91.28,3258.5,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Female,0,No,No,Yes,Yes,0
30,57.46,1711.35,One year,Electronic check,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,0
12,99.65,1184.45,One year,Credit card,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,0
19,69.88,1344.66,One year,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,Yes,Yes,No,0
24,86.82,2051.59,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
